state_i,state_j,coarse_i,coarse_j,fine_i,fine_j,group_i,group_j,same_coarse,same_fine,same_param_group,ego_speed_diff,d0_mean
block_cont_r10,block_nec_r5,block_or_occupancy,block_or_occupancy,block_cont,block_nec,block_cont|v7|L6,block_nec|v8|L6,1,0,0,1.0,0.306219
block_cont_r10,block_nec_r6,block_or_occupancy,block_or_occupancy,block_cont,block_nec,block_cont|v7|L6,block_nec|v8|L7,1,0,0,1.0,0.315828
block_cont_r10,block_nec_r7,block_or_occupancy,block_or_occupancy,block_cont,block_nec,block_cont|v7|L6,block_nec|v8|L7,1,0,0,1.0,0.310331
block_cont_r10,block_nec_r8,block_or_occupancy,block_or_occupancy,block_cont,block_nec,block_cont|v7|L6,block_nec|v9|L7,1,0,0,2.0,0.308825
block_cont_r10,block_nec_r9,block_or_occupancy,block_or_occupancy,block_cont,block_nec,block_cont|v7|L6,block_nec|v9|L8,1,0,0,2.0,0.316247
block_cont_r10,cross_clear_r1,block_or_occupancy,cross,block_cont,cross_clear,block_cont|v7|L6,cross_clear|v6|d5,0,0,0,1.0,0.314917
block_cont_r10,cross_clear_r10,block_or_occupancy,cross,block_cont,cross_clear,block_cont|v7|L6,cross_clear|v8|d6,0,0,0,1.0,0.132323
block_cont_r10,cross_clear_r11,block_or_occupancy,cross,block_cont,cross_clear,block_cont|v7|L6,cross_clear|v8|d7,0,0,0,1.0,0.320498
block_cont_r10,cross_clear_r12,block_or_occupancy,cross,block_cont,cross_clear,block_cont|v7|L6,cross_clear|v8|d8,0,0,0,1.0,0.182038
block_cont_r10,cross_clear_r2,block_or_occupancy,cross,block_cont,cross_clear,block_cont|v7|L6,cross_clear|v6|d6,0,0,0,1.0,0.282317
block_cont_r10,cross_clear_r3,block_or_occupancy,cross,block_cont,cross_clear,block_cont|v7|L6,cross_clear|v6|d7,0,0,0,1.0,0.361841
block_cont_r10,cross_clear_r4,block_or_occupancy,cross,block_cont,cross_clear,block_cont|v7|L6,cross_clear|v6|d8,0,0,0,1.0,0.319279
block_cont_r10,cross_clear_r5,block_or_occupancy,cross,block_cont,cross_clear,block_cont|v7|L6,cross_clear|v7|d5,0,0,0,0.0,0.27836
block_cont_r10,cross_clear_r6,block_or_occupancy,cross,block_cont,cross_clear,block_cont|v7|L6,cross_clear|v7|d6,0,0,0,0.0,0.166282
block_cont_r10,cross_clear_r7,block_or_occupancy,cross,block_cont,cross_clear,block_cont|v7|L6,cross_clear|v7|d7,0,0,0,0.0,0.335437
block_cont_r10,cross_clear_r8,block_or_occupancy,cross,block_cont,cross_clear,block_cont|v7|L6,cross_clear|v7|d8,0,0,0,0.0,0.269336
block_cont_r10,cross_clear_r9,block_or_occupancy,cross,block_cont,cross_clear,block_cont|v7|L6,cross_clear|v8|d5,0,0,0,1.0,0.254429
block_cont_r10,cross_stall_r1,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v6|d6,0,0,0,1.0,0.329986
block_cont_r10,cross_stall_r10,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v7|d7,0,0,0,0.0,0.32535
block_cont_r10,cross_stall_r11,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v8|d7,0,0,0,1.0,0.313174
block_cont_r10,cross_stall_r12,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v8|d8,0,0,0,1.0,0.318639
block_cont_r10,cross_stall_r2,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v6|d6,0,0,0,1.0,0.340033
block_cont_r10,cross_stall_r3,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v7|d6,0,0,0,0.0,0.315864
block_cont_r10,cross_stall_r4,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v7|d7,0,0,0,0.0,0.329051
block_cont_r10,cross_stall_r5,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v8|d7,0,0,0,1.0,0.294619
block_cont_r10,cross_stall_r6,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v8|d8,0,0,0,1.0,0.322585
block_cont_r10,cross_stall_r7,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v6|d6,0,0,0,1.0,0.325695
block_cont_r10,cross_stall_r8,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v6|d6,0,0,0,1.0,0.336365
block_cont_r10,cross_stall_r9,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v7|d6,0,0,0,0.0,0.313761
block_cont_r10,cross_stall_occ_r1,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v6|d6,0,0,0,1.0,0.071482
block_cont_r10,cross_stall_occ_r10,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v7|d7,0,0,0,0.0,0.035543
block_cont_r10,cross_stall_occ_r11,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v8|d7,0,0,0,1.0,0.044876
block_cont_r10,cross_stall_occ_r12,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v8|d8,0,0,0,1.0,0.065438
block_cont_r10,cross_stall_occ_r2,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v6|d7,0,0,0,1.0,0.085288
block_cont_r10,cross_stall_occ_r3,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v7|d7,0,0,0,0.0,0.024037
block_cont_r10,cross_stall_occ_r4,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v7|d7,0,0,0,0.0,0.059801
block_cont_r10,cross_stall_occ_r5,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v8|d7,0,0,0,1.0,0.053376
block_cont_r10,cross_stall_occ_r6,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v8|d8,0,0,0,1.0,0.064782
block_cont_r10,cross_stall_occ_r7,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v6|d6,0,0,0,1.0,0.071312
block_cont_r10,cross_stall_occ_r8,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v6|d7,0,0,0,1.0,0.081857
block_cont_r10,cross_stall_occ_r9,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v7|d7,0,0,0,0.0,0.031779
block_cont_r10,lead_cont_r1,block_or_occupancy,lead,block_cont,lead_cont,block_cont|v7|L6,lead_cont|v6|s5,0,0,0,1.0,0.084225
block_cont_r10,lead_cont_r10,block_or_occupancy,lead,block_cont,lead_cont,block_cont|v7|L6,lead_cont|v9|s8,0,0,0,2.0,0.095223
block_cont_r10,lead_cont_r11,block_or_occupancy,lead,block_cont,lead_cont,block_cont|v7|L6,lead_cont|v7|s6,0,0,0,0.0,0.052375
block_cont_r10,lead_cont_r12,block_or_occupancy,lead,block_cont,lead_cont,block_cont|v7|L6,lead_cont|v8|s7,0,0,0,1.0,0.104302
block_cont_r10,lead_cont_r2,block_or_occupancy,lead,block_cont,lead_cont,block_cont|v7|L6,lead_cont|v6|s5,0,0,0,1.0,0.108288
