cross_pair,d0_cross,d0_same,abs_diff
block_nec_r4__lead_nec_r8,0.055781,0.055858,7.7e-05
block_nec_r4__lead_nec_r9,0.06113,0.061154,2.4e-05
block_nec_r4__lead_opt_r1,0.061358,0.061414,5.6e-05
block_nec_r4__lead_opt_r10,0.048064,0.048118,5.4e-05
block_nec_r4__lead_opt_r11,0.087747,0.087572,0.000175
block_nec_r4__lead_opt_r12,0.075719,0.075576,0.000143
block_nec_r4__lead_opt_r2,0.077853,0.078018,0.000165
block_nec_r4__lead_opt_r3,0.050882,0.050915,3.3e-05
block_nec_r4__lead_opt_r4,0.075587,0.075576,1.1e-05
block_nec_r4__lead_opt_r5,0.046085,0.046006,7.9e-05
block_nec_r4__lead_opt_r6,0.058153,0.05813,2.3e-05
block_nec_r4__lead_opt_r7,0.048102,0.048118,1.6e-05
block_nec_r4__lead_opt_r8,0.036502,0.03661,0.000108
block_nec_r4__lead_opt_r9,0.046188,0.046006,0.000182
block_nec_r5__cross_clear_r1,0.130634,0.130267,0.000367
block_nec_r5__cross_clear_r10,0.176022,0.175721,0.000301
block_nec_r5__cross_clear_r11,0.225978,0.225585,0.000393
block_nec_r5__cross_clear_r12,0.170132,0.170035,9.7e-05
block_nec_r5__cross_clear_r2,0.114911,0.11486,5.1e-05
block_nec_r5__cross_clear_r3,0.150396,0.150564,0.000168
block_nec_r5__cross_clear_r4,0.137647,0.137403,0.000244
block_nec_r5__cross_clear_r5,0.217049,0.21734,0.000291
block_nec_r5__cross_clear_r6,0.165608,0.165711,0.000103
block_nec_r5__cross_clear_r7,0.174866,0.175041,0.000175
block_nec_r5__cross_clear_r8,0.129145,0.12999,0.000845
block_nec_r5__cross_clear_r9,0.328788,0.328813,2.5e-05
block_nec_r5__cross_stall_occ_r1,0.339778,0.339956,0.000178
block_nec_r5__cross_stall_occ_r10,0.341733,0.341864,0.000131
block_nec_r5__cross_stall_occ_r11,0.324117,0.324117,0.0
block_nec_r5__cross_stall_occ_r12,0.312816,0.312723,9.3e-05
block_nec_r5__cross_stall_occ_r2,0.353584,0.353532,5.2e-05
block_nec_r5__cross_stall_occ_r3,0.330227,0.330098,0.000129
block_nec_r5__cross_stall_occ_r4,0.32035,0.320267,8.3e-05
block_nec_r5__cross_stall_occ_r5,0.310481,0.31049,9e-06
block_nec_r5__cross_stall_occ_r6,0.320282,0.320267,1.5e-05
block_nec_r5__cross_stall_occ_r7,0.327958,0.327955,3e-06
block_nec_r5__cross_stall_occ_r8,0.350152,0.350141,1.1e-05
block_nec_r5__cross_stall_occ_r9,0.314336,0.314302,3.4e-05
block_nec_r5__cross_stall_r1,0.105327,0.105547,0.00022
block_nec_r5__cross_stall_r10,0.100692,0.100642,5e-05
block_nec_r5__cross_stall_r11,0.074216,0.074086,0.00013
block_nec_r5__cross_stall_r12,0.09398,0.093447,0.000533
block_nec_r5__cross_stall_r2,0.115375,0.115303,7.2e-05
block_nec_r5__cross_stall_r3,0.091206,0.091308,0.000102
block_nec_r5__cross_stall_r4,0.104392,0.104363,2.9e-05
block_nec_r5__cross_stall_r5,0.064905,0.064867,3.8e-05
block_nec_r5__cross_stall_r6,0.097926,0.0975,0.000426
block_nec_r5__cross_stall_r7,0.101036,0.101055,1.9e-05
block_nec_r5__cross_stall_r8,0.111706,0.112448,0.000742
block_nec_r5__cross_stall_r9,0.089103,0.089085,1.8e-05
block_nec_r5__lead_cont_r1,0.352521,0.352595,7.4e-05
block_nec_r5__lead_cont_r10,0.348392,0.348392,0.0
block_nec_r5__lead_cont_r11,0.358565,0.358575,1e-05
block_nec_r5__lead_cont_r12,0.386859,0.388017,0.001158
block_nec_r5__lead_cont_r2,0.376584,0.376583,1e-06
block_nec_r5__lead_cont_r3,0.360403,0.360465,6.2e-05
block_nec_r5__lead_cont_r4,0.36527,0.365059,0.000211
block_nec_r5__lead_cont_r5,0.359851,0.359565,0.000286
block_nec_r5__lead_cont_r6,0.386217,0.384711,0.001506
block_nec_r5__lead_cont_r7,0.387032,0.388017,0.000985
block_nec_r5__lead_cont_r8,0.347846,0.347515,0.000331
block_nec_r5__lead_cont_r9,0.374775,0.374988,0.000213
block_nec_r5__lead_nec_r1,0.123232,0.123271,3.9e-05
block_nec_r5__lead_nec_r10,0.131419,0.132301,0.000882
block_nec_r5__lead_nec_r11,0.12763,0.127515,0.000115
block_nec_r5__lead_nec_r12,0.145098,0.145447,0.000349
block_nec_r5__lead_nec_r2,0.147301,0.146819,0.000482
block_nec_r5__lead_nec_r3,0.129476,0.12999,0.000514
block_nec_r5__lead_nec_r4,0.142741,0.142029,0.000712
block_nec_r5__lead_nec_r5,0.127587,0.127515,7.2e-05
block_nec_r5__lead_nec_r6,0.14863,0.148719,8.9e-05
block_nec_r5__lead_nec_r7,0.145271,0.145447,0.000176
block_nec_r5__lead_nec_r8,0.130827,0.130267,0.00056
block_nec_r5__lead_nec_r9,0.136176,0.136152,2.4e-05
block_nec_r5__lead_opt_r1,0.136404,0.136152,0.000252
block_nec_r5__lead_opt_r10,0.12311,0.123005,0.000105
block_nec_r5__lead_opt_r11,0.162793,0.163791,0.000998
block_nec_r5__lead_opt_r12,0.150765,0.150564,0.000201
block_nec_r5__lead_opt_r2,0.152899,0.152996,9.7e-05
block_nec_r5__lead_opt_r3,0.125927,0.126456,0.000529
block_nec_r5__lead_opt_r4,0.150632,0.150564,6.8e-05
block_nec_r5__lead_opt_r5,0.121131,0.121398,0.000267
block_nec_r5__lead_opt_r6,0.133198,0.133381,0.000183
block_nec_r5__lead_opt_r7,0.123148,0.123271,0.000123
block_nec_r5__lead_opt_r8,0.111547,0.112448,0.000901
block_nec_r5__lead_opt_r9,0.121234,0.121398,0.000164
block_nec_r6__cross_clear_r1,0.106894,0.10698,8.6e-05
block_nec_r6__cross_clear_r10,0.224643,0.224654,1.1e-05
block_nec_r6__cross_clear_r11,0.167571,0.167558,1.3e-05
block_nec_r6__cross_clear_r12,0.162991,0.163791,0.0008
block_nec_r6__cross_clear_r2,0.100154,0.100152,2e-06
block_nec_r6__cross_clear_r3,0.091636,0.09164,4e-06
block_nec_r6__cross_clear_r4,0.107882,0.107962,8e-05
block_nec_r6__cross_clear_r5,0.165735,0.165711,2.4e-05
block_nec_r6__cross_clear_r6,0.162221,0.161378,0.000843
block_nec_r6__cross_clear_r7,0.126417,0.126456,3.9e-05
block_nec_r6__cross_clear_r8,0.116617,0.11593,0.000687
block_nec_r6__cross_clear_r9,0.265567,0.265395,0.000172
block_nec_r6__cross_stall_occ_r1,0.373049,0.372972,7.7e-05
block_nec_r6__cross_stall_occ_r10,0.351372,0.351441,6.9e-05
block_nec_r6__cross_stall_occ_r11,0.357388,0.357388,0.0
block_nec_r6__cross_stall_occ_r12,0.326357,0.326373,1.6e-05
block_nec_r6__cross_stall_occ_r2,0.386855,0.388017,0.001162
block_nec_r6__cross_stall_occ_r3,0.339866,0.339956,9e-05
block_nec_r6__cross_stall_occ_r4,0.320873,0.320853,2e-05
block_nec_r6__cross_stall_occ_r5,0.324067,0.324065,2e-06
block_nec_r6__cross_stall_occ_r6,0.336759,0.336705,5.4e-05
block_nec_r6__cross_stall_occ_r7,0.361229,0.36124,1.1e-05
block_nec_r6__cross_stall_occ_r8,0.383424,0.383311,0.000113
block_nec_r6__cross_stall_occ_r9,0.347607,0.347515,9.2e-05
block_nec_r6__cross_stall_r1,0.041849,0.041669,0.00018
block_nec_r6__cross_stall_r10,0.037213,0.037168,4.5e-05
block_nec_r6__cross_stall_r11,0.010737,0.010763,2.6e-05
block_nec_r6__cross_stall_r12,0.030502,0.030548,4.6e-05
block_nec_r6__cross_stall_r2,0.051896,0.051927,3.1e-05
block_nec_r6__cross_stall_r3,0.027727,0.027655,7.2e-05
block_nec_r6__cross_stall_r4,0.040914,0.040725,0.000189
block_nec_r6__cross_stall_r5,0.022206,0.022194,1.2e-05
block_nec_r6__cross_stall_r6,0.034447,0.034512,6.5e-05
block_nec_r6__cross_stall_r7,0.037558,0.03749,6.8e-05
block_nec_r6__cross_stall_r8,0.048227,0.048118,0.000109
block_nec_r6__cross_stall_r9,0.025624,0.025626,2e-06
block_nec_r6__lead_cont_r1,0.385792,0.384711,0.001081
block_nec_r6__lead_cont_r10,0.366303,0.365795,0.000508
block_nec_r6__lead_cont_r11,0.368204,0.368229,2.5e-05
block_nec_r6__lead_cont_r12,0.42013,0.419308,0.000822
block_nec_r6__lead_cont_r2,0.409855,0.409041,0.000814
block_nec_r6__lead_cont_r3,0.370042,0.370182,0.00014
block_nec_r6__lead_cont_r4,0.368214,0.368229,1.5e-05
block_nec_r6__lead_cont_r5,0.376196,0.375955,0.000241
block_nec_r6__lead_cont_r6,0.405688,0.405467,0.000221
block_nec_r6__lead_cont_r7,0.420303,0.419308,0.000995
block_nec_r6__lead_cont_r8,0.365757,0.365795,3.8e-05
block_nec_r6__lead_cont_r9,0.392682,0.392743,6.1e-05
block_nec_r6__lead_nec_r1,0.059754,0.059787,3.3e-05
block_nec_r6__lead_nec_r10,0.06794,0.068032,9.2e-05
block_nec_r6__lead_nec_r11,0.064152,0.064194,4.2e-05
block_nec_r6__lead_nec_r12,0.081619,0.081488,0.000131
block_nec_r6__lead_nec_r2,0.083822,0.083961,0.000139
block_nec_r6__lead_nec_r3,0.065997,0.065996,1e-06
block_nec_r6__lead_nec_r4,0.079262,0.079323,6.1e-05
block_nec_r6__lead_nec_r5,0.064108,0.0641,8e-06
block_nec_r6__lead_nec_r6,0.085151,0.085051,0.0001
block_nec_r6__lead_nec_r7,0.081792,0.082,0.000208
block_nec_r6__lead_nec_r8,0.067348,0.067223,0.000125
block_nec_r6__lead_nec_r9,0.072697,0.07267,2.7e-05
block_nec_r6__lead_opt_r1,0.072925,0.07267,0.000255
block_nec_r6__lead_opt_r10,0.059631,0.059787,0.000156
block_nec_r6__lead_opt_r11,0.099314,0.099543,0.000229
block_nec_r6__lead_opt_r12,0.087286,0.08728,6e-06
block_nec_r6__lead_opt_r2,0.08942,0.089371,4.9e-05
block_nec_r6__lead_opt_r3,0.062449,0.062548,9.9e-05
block_nec_r6__lead_opt_r4,0.087153,0.087123,3e-05
block_nec_r6__lead_opt_r5,0.057652,0.057642,1e-05
block_nec_r6__lead_opt_r6,0.06972,0.069708,1.2e-05
block_nec_r6__lead_opt_r7,0.059669,0.059787,0.000118
block_nec_r6__lead_opt_r8,0.048068,0.048118,5e-05
block_nec_r6__lead_opt_r9,0.057755,0.05773,2.5e-05
block_nec_r7__cross_clear_r1,0.09387,0.093447,0.000423
block_nec_r7__cross_clear_r10,0.240747,0.240868,0.000121
block_nec_r7__cross_clear_r11,0.150288,0.150564,0.000276
block_nec_r7__cross_clear_r12,0.155603,0.155659,5.6e-05
block_nec_r7__cross_clear_r2,0.092767,0.092757,1e-05
block_nec_r7__cross_clear_r3,0.078123,0.078018,0.000105
block_nec_r7__cross_clear_r4,0.098107,0.098523,0.000416
block_nec_r7__cross_clear_r5,0.155697,0.155659,3.8e-05
block_nec_r7__cross_clear_r6,0.155553,0.155659,0.000106
block_nec_r7__cross_clear_r7,0.111533,0.112448,0.000915
block_nec_r7__cross_clear_r8,0.109017,0.108675,0.000342
block_nec_r7__cross_clear_r9,0.246691,0.246811,0.00012
block_nec_r7__cross_stall_occ_r1,0.365662,0.365622,4e-05
block_nec_r7__cross_stall_occ_r10,0.343984,0.343928,5.6e-05
block_nec_r7__cross_stall_occ_r11,0.35,0.35,0.0
block_nec_r7__cross_stall_occ_r12,0.318969,0.318971,2e-06
block_nec_r7__cross_stall_occ_r2,0.379467,0.379351,0.000116
block_nec_r7__cross_stall_occ_r3,0.332478,0.332478,0.0
block_nec_r7__cross_stall_occ_r4,0.313485,0.313482,3e-06
block_nec_r7__cross_stall_occ_r5,0.316679,0.316792,0.000113
block_nec_r7__cross_stall_occ_r6,0.329371,0.329291,8e-05
block_nec_r7__cross_stall_occ_r7,0.353842,0.353845,3e-06
block_nec_r7__cross_stall_occ_r8,0.376036,0.375955,8.1e-05
block_nec_r7__cross_stall_occ_r9,0.340219,0.340202,1.7e-05
block_nec_r7__cross_stall_r1,0.022972,0.023002,3e-05
block_nec_r7__cross_stall_r10,0.018336,0.018298,3.8e-05
block_nec_r7__cross_stall_r11,0.008139,0.008069,7e-05
block_nec_r7__cross_stall_r12,0.011625,0.011589,3.6e-05
block_nec_r7__cross_stall_r2,0.03302,0.033022,2e-06
block_nec_r7__cross_stall_r3,0.013886,0.013914,2.8e-05
block_nec_r7__cross_stall_r4,0.022037,0.022038,1e-06
block_nec_r7__cross_stall_r5,0.017451,0.017449,2e-06
block_nec_r7__cross_stall_r6,0.015571,0.015622,5.1e-05
block_nec_r7__cross_stall_r7,0.018681,0.018655,2.6e-05
block_nec_r7__cross_stall_r8,0.029351,0.029352,1e-06
block_nec_r7__cross_stall_r9,0.006747,0.006711,3.6e-05
block_nec_r7__lead_cont_r1,0.378404,0.378423,1.9e-05
block_nec_r7__lead_cont_r10,0.358915,0.358914,1e-06
block_nec_r7__lead_cont_r11,0.360816,0.360787,2.9e-05
block_nec_r7__lead_cont_r12,0.412742,0.412757,1.5e-05
block_nec_r7__lead_cont_r2,0.402467,0.402464,3e-06
block_nec_r7__lead_cont_r3,0.362654,0.362641,1.3e-05
block_nec_r7__lead_cont_r4,0.360826,0.360787,3.9e-05
block_nec_r7__lead_cont_r5,0.368808,0.368681,0.000127
block_nec_r7__lead_cont_r6,0.3983,0.397989,0.000311
block_nec_r7__lead_cont_r7,0.412916,0.412884,3.2e-05
block_nec_r7__lead_cont_r8,0.358369,0.358353,1.6e-05
block_nec_r7__lead_cont_r9,0.385294,0.384711,0.000583
block_nec_r7__lead_nec_r1,0.040877,0.040725,0.000152
block_nec_r7__lead_nec_r10,0.049063,0.049196,0.000133
block_nec_r7__lead_nec_r11,0.045275,0.045183,9.2e-05
block_nec_r7__lead_nec_r12,0.062742,0.062649,9.3e-05
block_nec_r7__lead_nec_r2,0.064946,0.064953,7e-06
block_nec_r7__lead_nec_r3,0.04712,0.046802,0.000318
block_nec_r7__lead_nec_r4,0.060386,0.060376,1e-05
block_nec_r7__lead_nec_r5,0.045232,0.045183,4.9e-05
block_nec_r7__lead_nec_r6,0.066274,0.066101,0.000173
block_nec_r7__lead_nec_r7,0.062916,0.062902,1.4e-05
block_nec_r7__lead_nec_r8,0.048471,0.048484,1.3e-05
block_nec_r7__lead_nec_r9,0.053821,0.053828,7e-06
block_nec_r7__lead_opt_r1,0.054049,0.054011,3.8e-05
block_nec_r7__lead_opt_r10,0.040755,0.040725,3e-05
block_nec_r7__lead_opt_r11,0.080437,0.080268,0.000169
block_nec_r7__lead_opt_r12,0.068409,0.068504,9.5e-05
block_nec_r7__lead_opt_r2,0.070543,0.070581,3.8e-05
block_nec_r7__lead_opt_r3,0.043572,0.043722,0.00015
block_nec_r7__lead_opt_r4,0.068277,0.068504,0.000227
block_nec_r7__lead_opt_r5,0.038775,0.038678,9.7e-05
block_nec_r7__lead_opt_r6,0.050843,0.050915,7.2e-05
block_nec_r7__lead_opt_r7,0.040792,0.040725,6.7e-05
block_nec_r7__lead_opt_r8,0.029192,0.029076,0.000116
block_nec_r7__lead_opt_r9,0.038878,0.03904,0.000162
block_nec_r8__cross_clear_r1,0.129856,0.12999,0.000134
block_nec_r8__cross_clear_r10,0.183138,0.182784,0.000354
block_nec_r8__cross_clear_r11,0.215237,0.214853,0.000384
block_nec_r8__cross_clear_r12,0.172737,0.172372,0.000365
block_nec_r8__cross_clear_r2,0.112446,0.112448,2e-06
block_nec_r8__cross_clear_r3,0.137264,0.137334,7e-05
block_nec_r8__cross_clear_r4,0.131412,0.132301,0.000889
block_nec_r8__cross_clear_r5,0.208855,0.208267,0.000588
block_nec_r8__cross_clear_r6,0.168213,0.168547,0.000334
block_nec_r8__cross_clear_r7,0.167195,0.167334,0.000139
block_nec_r8__cross_clear_r8,0.128475,0.128256,0.000219
block_nec_r8__cross_clear_r9,0.315914,0.315958,4.4e-05
block_nec_r8__cross_stall_occ_r1,0.342384,0.342412,2.8e-05
block_nec_r8__cross_stall_occ_r10,0.344338,0.344256,8.2e-05
block_nec_r8__cross_stall_occ_r11,0.326722,0.326722,0.0
block_nec_r8__cross_stall_occ_r12,0.315422,0.315541,0.000119
block_nec_r8__cross_stall_occ_r2,0.35619,0.356102,8.8e-05
block_nec_r8__cross_stall_occ_r3,0.332833,0.332831,2e-06
block_nec_r8__cross_stall_occ_r4,0.322956,0.323187,0.000231
block_nec_r8__cross_stall_occ_r5,0.313087,0.313354,0.000267
block_nec_r8__cross_stall_occ_r6,0.322887,0.322698,0.000189
block_nec_r8__cross_stall_occ_r7,0.330564,0.330588,2.4e-05
block_nec_r8__cross_stall_occ_r8,0.352758,0.352809,5.1e-05
block_nec_r8__cross_stall_occ_r9,0.316942,0.31694,2e-06
block_nec_r8__cross_stall_r1,0.092196,0.092505,0.000309
block_nec_r8__cross_stall_r10,0.08756,0.087572,1.2e-05
block_nec_r8__cross_stall_r11,0.061084,0.061154,7e-05
block_nec_r8__cross_stall_r12,0.080848,0.081019,0.000171
block_nec_r8__cross_stall_r2,0.102243,0.10227,2.7e-05
block_nec_r8__cross_stall_r3,0.078074,0.078018,5.6e-05
block_nec_r8__cross_stall_r4,0.091261,0.091308,4.7e-05
block_nec_r8__cross_stall_r5,0.051773,0.051771,2e-06
block_nec_r8__cross_stall_r6,0.084794,0.084678,0.000116
block_nec_r8__cross_stall_r7,0.087904,0.088103,0.000199
block_nec_r8__cross_stall_r8,0.098574,0.098523,5.1e-05
block_nec_r8__cross_stall_r9,0.075971,0.076041,7e-05
block_nec_r8__lead_cont_r1,0.355126,0.355128,2e-06
block_nec_r8__lead_cont_r10,0.350997,0.351044,4.7e-05
block_nec_r8__lead_cont_r11,0.361171,0.361131,4e-05
block_nec_r8__lead_cont_r12,0.389465,0.388913,0.000552
block_nec_r8__lead_cont_r2,0.379189,0.379115,7.4e-05
block_nec_r8__lead_cont_r3,0.363009,0.362924,8.5e-05
block_nec_r8__lead_cont_r4,0.367875,0.367842,3.3e-05
block_nec_r8__lead_cont_r5,0.362457,0.362443,1.4e-05
block_nec_r8__lead_cont_r6,0.388822,0.388913,9.1e-05
block_nec_r8__lead_cont_r7,0.389638,0.388913,0.000725
block_nec_r8__lead_cont_r8,0.350452,0.350413,3.9e-05
block_nec_r8__lead_cont_r9,0.37738,0.377087,0.000293
block_nec_r8__lead_nec_r1,0.110101,0.110548,0.000447
block_nec_r8__lead_nec_r10,0.118287,0.118495,0.000208
block_nec_r8__lead_nec_r11,0.114498,0.11465,0.000152
block_nec_r8__lead_nec_r12,0.131966,0.132301,0.000335
block_nec_r8__lead_nec_r2,0.134169,0.134165,4e-06
block_nec_r8__lead_nec_r3,0.116344,0.11593,0.000414
block_nec_r8__lead_nec_r4,0.129609,0.12999,0.000381
block_nec_r8__lead_nec_r5,0.114455,0.114321,0.000134
block_nec_r8__lead_nec_r6,0.135498,0.135406,9.2e-05
block_nec_r8__lead_nec_r7,0.132139,0.132301,0.000162
block_nec_r8__lead_nec_r8,0.117695,0.118495,0.0008
block_nec_r8__lead_nec_r9,0.123044,0.123005,3.9e-05
block_nec_r8__lead_opt_r1,0.123272,0.123271,1e-06
block_nec_r8__lead_opt_r10,0.109978,0.110548,0.00057
block_nec_r8__lead_opt_r11,0.149661,0.149704,4.3e-05
block_nec_r8__lead_opt_r12,0.137633,0.137403,0.00023
block_nec_r8__lead_opt_r2,0.139767,0.139736,3.1e-05
block_nec_r8__lead_opt_r3,0.112796,0.112675,0.000121
block_nec_r8__lead_opt_r4,0.1375,0.137403,9.7e-05
block_nec_r8__lead_opt_r5,0.107999,0.107962,3.7e-05
block_nec_r8__lead_opt_r6,0.120067,0.119695,0.000372
block_nec_r8__lead_opt_r7,0.110016,0.110548,0.000532
block_nec_r8__lead_opt_r8,0.098415,0.098523,0.000108
block_nec_r8__lead_opt_r9,0.108102,0.107962,0.00014
block_nec_r9__cross_clear_r1,0.107985,0.107962,2.3e-05
block_nec_r9__cross_clear_r10,0.221188,0.221077,0.000111
block_nec_r9__cross_clear_r11,0.172438,0.172372,6.6e-05
block_nec_r9__cross_clear_r12,0.16341,0.163791,0.000381
block_nec_r9__cross_clear_r2,0.100807,0.100642,0.000165
block_nec_r9__cross_clear_r3,0.096728,0.097053,0.000325
block_nec_r9__cross_clear_r4,0.109908,0.110548,0.00064
block_nec_r9__cross_clear_r5,0.170097,0.170035,6.2e-05
block_nec_r9__cross_clear_r6,0.162639,0.163791,0.001152
block_nec_r9__cross_clear_r7,0.129855,0.12999,0.000135
block_nec_r9__cross_clear_r8,0.117515,0.118495,0.00098
block_nec_r9__cross_clear_r9,0.271036,0.271665,0.000629
block_nec_r9__cross_stall_occ_r1,0.373468,0.373397,7.1e-05
block_nec_r9__cross_stall_occ_r10,0.35179,0.351776,1.4e-05
block_nec_r9__cross_stall_occ_r11,0.357806,0.357806,0.0
block_nec_r9__cross_stall_occ_r12,0.326775,0.32676,1.5e-05
block_nec_r9__cross_stall_occ_r2,0.387274,0.388017,0.000743
block_nec_r9__cross_stall_occ_r3,0.340284,0.340237,4.7e-05
block_nec_r9__cross_stall_occ_r4,0.321291,0.32128,1.1e-05
block_nec_r9__cross_stall_occ_r5,0.324486,0.324459,2.7e-05
block_nec_r9__cross_stall_occ_r6,0.337178,0.337212,3.4e-05
block_nec_r9__cross_stall_occ_r7,0.361648,0.361625,2.3e-05
block_nec_r9__cross_stall_occ_r8,0.383842,0.383724,0.000118
block_nec_r9__cross_stall_occ_r9,0.348026,0.348197,0.000171
block_nec_r9__cross_stall_r1,0.047317,0.046802,0.000515
block_nec_r9__cross_stall_r10,0.042681,0.042649,3.2e-05
block_nec_r9__cross_stall_r11,0.016206,0.016225,1.9e-05
block_nec_r9__cross_stall_r12,0.03597,0.035953,1.7e-05
block_nec_r9__cross_stall_r2,0.057365,0.057383,1.8e-05
block_nec_r9__cross_stall_r3,0.033196,0.033218,2.2e-05
block_nec_r9__cross_stall_r4,0.046382,0.046006,0.000376
block_nec_r9__cross_stall_r5,0.022624,0.022604,2e-05
block_nec_r9__cross_stall_r6,0.039916,0.039902,1.4e-05
block_nec_r9__cross_stall_r7,0.043026,0.042981,4.5e-05
block_nec_r9__cross_stall_r8,0.053696,0.053682,1.4e-05
block_nec_r9__cross_stall_r9,0.031092,0.031112,2e-05
block_nec_r9__lead_cont_r1,0.38621,0.384711,0.001499
block_nec_r9__lead_cont_r10,0.366721,0.366843,0.000122
block_nec_r9__lead_cont_r11,0.368622,0.368681,5.9e-05
block_nec_r9__lead_cont_r12,0.420549,0.421764,0.001215
block_nec_r9__lead_cont_r2,0.410273,0.409041,0.001232
block_nec_r9__lead_cont_r3,0.37046,0.370395,6.5e-05
block_nec_r9__lead_cont_r4,0.368633,0.368681,4.8e-05
block_nec_r9__lead_cont_r5,0.376615,0.376583,3.2e-05
block_nec_r9__lead_cont_r6,0.406107,0.405467,0.00064
block_nec_r9__lead_cont_r7,0.420722,0.421764,0.001042
block_nec_r9__lead_cont_r8,0.366176,0.365795,0.000381
block_nec_r9__lead_cont_r9,0.393101,0.392826,0.000275
block_nec_r9__lead_nec_r1,0.065222,0.065298,7.6e-05
block_nec_r9__lead_nec_r10,0.073408,0.07328,0.000128
block_nec_r9__lead_nec_r11,0.06962,0.069708,8.8e-05
block_nec_r9__lead_nec_r12,0.087087,0.087123,3.6e-05
block_nec_r9__lead_nec_r2,0.089291,0.089371,8e-05
block_nec_r9__lead_nec_r3,0.071465,0.071487,2.2e-05
block_nec_r9__lead_nec_r4,0.084731,0.084678,5.3e-05
block_nec_r9__lead_nec_r5,0.069577,0.069513,6.4e-05
block_nec_r9__lead_nec_r6,0.090619,0.090681,6.2e-05
block_nec_r9__lead_nec_r7,0.087261,0.08728,1.9e-05
block_nec_r9__lead_nec_r8,0.072816,0.07267,0.000146
block_nec_r9__lead_nec_r9,0.078166,0.078267,0.000101
block_nec_r9__lead_opt_r1,0.078394,0.078333,6.1e-05
block_nec_r9__lead_opt_r10,0.0651,0.065087,1.3e-05
block_nec_r9__lead_opt_r11,0.104782,0.104786,4e-06
block_nec_r9__lead_opt_r12,0.092754,0.092757,3e-06
block_nec_r9__lead_opt_r2,0.094888,0.094976,8.8e-05
block_nec_r9__lead_opt_r3,0.067917,0.067834,8.3e-05
block_nec_r9__lead_opt_r4,0.092622,0.092517,0.000105
block_nec_r9__lead_opt_r5,0.06312,0.063304,0.000184
block_nec_r9__lead_opt_r6,0.075188,0.075137,5.1e-05
block_nec_r9__lead_opt_r7,0.065138,0.065087,5.1e-05
block_nec_r9__lead_opt_r8,0.053537,0.053682,0.000145
block_nec_r9__lead_opt_r9,0.063223,0.063304,8.1e-05
cross_clear_r1__lead_cont_r1,0.324987,0.324972,1.5e-05
cross_clear_r1__lead_cont_r10,0.295164,0.295149,1.5e-05
cross_clear_r1__lead_cont_r11,0.308256,0.30813,0.000126
cross_clear_r1__lead_cont_r12,0.341332,0.341318,1.4e-05
cross_clear_r1__lead_cont_r2,0.331693,0.331634,5.9e-05
cross_clear_r1__lead_cont_r3,0.308781,0.308825,4.4e-05
cross_clear_r1__lead_cont_r4,0.297571,0.297415,0.000156
cross_clear_r1__lead_cont_r5,0.309289,0.309233,5.6e-05
cross_clear_r1__lead_cont_r6,0.324947,0.324972,2.5e-05
cross_clear_r1__lead_cont_r7,0.341158,0.341151,7e-06
cross_clear_r1__lead_cont_r8,0.29571,0.295149,0.000561
cross_clear_r1__lead_cont_r9,0.318397,0.318347,5e-05
cross_clear_r1__lead_nec_r1,0.079378,0.079426,4.8e-05
cross_clear_r1__lead_nec_r10,0.077192,0.077196,4e-06
cross_clear_r1__lead_nec_r11,0.078697,0.078675,2.2e-05
cross_clear_r1__lead_nec_r12,0.08325,0.083078,0.000172
cross_clear_r1__lead_nec_r2,0.086089,0.086045,4.4e-05
cross_clear_r1__lead_nec_r3,0.07922,0.079323,0.000103
cross_clear_r1__lead_nec_r4,0.083113,0.083078,3.5e-05
cross_clear_r1__lead_nec_r5,0.077631,0.077598,3.3e-05
cross_clear_r1__lead_nec_r6,0.084839,0.084678,0.000161
cross_clear_r1__lead_nec_r7,0.083077,0.083077,0.0
cross_clear_r1__lead_nec_r8,0.07773,0.077676,5.4e-05
cross_clear_r1__lead_nec_r9,0.078841,0.078824,1.7e-05
cross_clear_r1__lead_opt_r1,0.083003,0.083077,7.4e-05
cross_clear_r1__lead_opt_r10,0.07515,0.075137,1.3e-05
cross_clear_r1__lead_opt_r11,0.093349,0.093331,1.8e-05
cross_clear_r1__lead_opt_r12,0.088225,0.088155,7e-05
cross_clear_r1__lead_opt_r2,0.09011,0.090299,0.000189
cross_clear_r1__lead_opt_r3,0.077858,0.078018,0.00016
cross_clear_r1__lead_opt_r4,0.08859,0.0886,1e-05
