cross_pair,d0_cross,d0_same,abs_diff
cross_clear_r2__lead_cont_r4,0.274482,0.274262,0.00022
cross_clear_r2__lead_cont_r5,0.278966,0.278938,2.8e-05
cross_clear_r2__lead_cont_r6,0.30876,0.308825,6.5e-05
cross_clear_r2__lead_cont_r7,0.320215,0.320245,3e-05
cross_clear_r2__lead_cont_r8,0.268833,0.268267,0.000566
cross_clear_r2__lead_cont_r9,0.293212,0.292942,0.00027
cross_clear_r2__lead_nec_r1,0.075641,0.075576,6.5e-05
cross_clear_r2__lead_nec_r10,0.081121,0.081142,2.1e-05
cross_clear_r2__lead_nec_r11,0.078251,0.078267,1.6e-05
cross_clear_r2__lead_nec_r12,0.093457,0.093447,1e-05
cross_clear_r2__lead_nec_r2,0.095633,0.095413,0.00022
cross_clear_r2__lead_nec_r3,0.079699,0.079771,7.2e-05
cross_clear_r2__lead_nec_r4,0.091235,0.091308,7.3e-05
cross_clear_r2__lead_nec_r5,0.078144,0.078267,0.000123
cross_clear_r2__lead_nec_r6,0.096923,0.097053,0.00013
cross_clear_r2__lead_nec_r7,0.09363,0.093447,0.000183
cross_clear_r2__lead_nec_r8,0.080548,0.080622,7.4e-05
cross_clear_r2__lead_nec_r9,0.085154,0.085051,0.000103
cross_clear_r2__lead_opt_r1,0.084736,0.084678,5.8e-05
cross_clear_r2__lead_opt_r10,0.072656,0.07267,1.4e-05
cross_clear_r2__lead_opt_r11,0.111086,0.110548,0.000538
cross_clear_r2__lead_opt_r12,0.099058,0.099543,0.000485
cross_clear_r2__lead_opt_r2,0.101192,0.101055,0.000137
cross_clear_r2__lead_opt_r3,0.074714,0.074896,0.000182
cross_clear_r2__lead_opt_r4,0.098926,0.098523,0.000403
cross_clear_r2__lead_opt_r5,0.072549,0.07267,0.000121
cross_clear_r2__lead_opt_r6,0.081502,0.081488,1.4e-05
cross_clear_r2__lead_opt_r7,0.077395,0.077208,0.000187
cross_clear_r2__lead_opt_r8,0.073773,0.073744,2.9e-05
cross_clear_r2__lead_opt_r9,0.071339,0.071361,2.2e-05
cross_clear_r2__temp_opt_r1,0.119734,0.119695,3.9e-05
cross_clear_r2__temp_opt_r10,0.127702,0.127515,0.000187
cross_clear_r2__temp_opt_r11,0.118752,0.118656,9.6e-05
cross_clear_r2__temp_opt_r12,0.085765,0.085733,3.2e-05
cross_clear_r2__temp_opt_r2,0.114979,0.115017,3.8e-05
cross_clear_r2__temp_opt_r3,0.094851,0.094976,0.000125
cross_clear_r2__temp_opt_r4,0.109694,0.110548,0.000854
cross_clear_r2__temp_opt_r5,0.086669,0.086795,0.000126
cross_clear_r2__temp_opt_r6,0.085053,0.085051,2e-06
cross_clear_r2__temp_opt_r7,0.093669,0.093447,0.000222
cross_clear_r2__temp_opt_r8,0.079027,0.079014,1.3e-05
cross_clear_r2__temp_opt_r9,0.07339,0.07328,0.00011
cross_clear_r3__lead_cont_r1,0.351477,0.351441,3.6e-05
cross_clear_r3__lead_cont_r10,0.318807,0.318832,2.5e-05
cross_clear_r3__lead_cont_r11,0.326336,0.326334,2e-06
cross_clear_r3__lead_cont_r12,0.359052,0.359059,7e-06
cross_clear_r3__lead_cont_r2,0.348686,0.348683,3e-06
cross_clear_r3__lead_cont_r3,0.325787,0.325827,4e-05
cross_clear_r3__lead_cont_r4,0.309846,0.309818,2.8e-05
cross_clear_r3__lead_cont_r5,0.334438,0.334523,8.5e-05
cross_clear_r3__lead_cont_r6,0.341841,0.341864,2.3e-05
cross_clear_r3__lead_cont_r7,0.358878,0.358895,1.7e-05
cross_clear_r3__lead_cont_r8,0.319352,0.319351,1e-06
cross_clear_r3__lead_cont_r9,0.33942,0.339477,5.7e-05
cross_clear_r3__lead_nec_r1,0.037246,0.037168,7.8e-05
cross_clear_r3__lead_nec_r10,0.03217,0.031966,0.000204
cross_clear_r3__lead_nec_r11,0.034091,0.034107,1.6e-05
cross_clear_r3__lead_nec_r12,0.032347,0.031966,0.000381
cross_clear_r3__lead_nec_r2,0.034456,0.034512,5.6e-05
cross_clear_r3__lead_nec_r3,0.033534,0.033551,1.7e-05
cross_clear_r3__lead_nec_r4,0.032693,0.032792,9.9e-05
cross_clear_r3__lead_nec_r5,0.034157,0.034107,5e-05
cross_clear_r3__lead_nec_r6,0.033111,0.033125,1.4e-05
cross_clear_r3__lead_nec_r7,0.032174,0.031966,0.000208
cross_clear_r3__lead_nec_r8,0.03275,0.032792,4.2e-05
cross_clear_r3__lead_nec_r9,0.031242,0.031221,2.1e-05
cross_clear_r3__lead_opt_r1,0.032012,0.031966,4.6e-05
cross_clear_r3__lead_opt_r10,0.037746,0.037923,0.000177
cross_clear_r3__lead_opt_r11,0.040474,0.040423,5.1e-05
cross_clear_r3__lead_opt_r12,0.03535,0.035304,4.6e-05
cross_clear_r3__lead_opt_r2,0.037234,0.037168,6.6e-05
cross_clear_r3__lead_opt_r3,0.035009,0.035027,1.8e-05
cross_clear_r3__lead_opt_r4,0.035714,0.035754,4e-05
cross_clear_r3__lead_opt_r5,0.039671,0.039682,1.1e-05
cross_clear_r3__lead_opt_r6,0.032222,0.031966,0.000256
cross_clear_r3__lead_opt_r7,0.039237,0.039218,1.9e-05
cross_clear_r3__lead_opt_r8,0.048931,0.048772,0.000159
cross_clear_r3__lead_opt_r9,0.03925,0.039218,3.2e-05
cross_clear_r3__temp_opt_r1,0.044693,0.044578,0.000115
cross_clear_r3__temp_opt_r10,0.042226,0.042156,7e-05
cross_clear_r3__temp_opt_r11,0.043484,0.043272,0.000212
cross_clear_r3__temp_opt_r12,0.051622,0.051771,0.000149
cross_clear_r3__temp_opt_r2,0.044061,0.044107,4.6e-05
cross_clear_r3__temp_opt_r3,0.035646,0.035602,4.4e-05
cross_clear_r3__temp_opt_r4,0.045119,0.045121,2e-06
cross_clear_r3__temp_opt_r5,0.044758,0.044825,6.7e-05
cross_clear_r3__temp_opt_r6,0.037292,0.037168,0.000124
cross_clear_r3__temp_opt_r7,0.051261,0.051245,1.6e-05
cross_clear_r3__temp_opt_r8,0.059893,0.059787,0.000106
cross_clear_r3__temp_opt_r9,0.058746,0.058766,2e-05
cross_clear_r4__lead_cont_r1,0.308915,0.308925,1e-05
cross_clear_r4__lead_cont_r10,0.275259,0.274772,0.000487
cross_clear_r4__lead_cont_r11,0.282531,0.282836,0.000305
cross_clear_r4__lead_cont_r12,0.316836,0.316792,4.4e-05
cross_clear_r4__lead_cont_r2,0.305696,0.305561,0.000135
cross_clear_r4__lead_cont_r3,0.280693,0.280148,0.000545
cross_clear_r4__lead_cont_r4,0.265698,0.265395,0.000303
cross_clear_r4__lead_cont_r5,0.290626,0.29068,5.4e-05
cross_clear_r4__lead_cont_r6,0.302368,0.301861,0.000507
cross_clear_r4__lead_cont_r7,0.317009,0.316993,1.6e-05
cross_clear_r4__lead_cont_r8,0.275494,0.275998,0.000504
cross_clear_r4__lead_cont_r9,0.295799,0.295149,0.00065
cross_clear_r4__lead_nec_r1,0.05723,0.057383,0.000153
cross_clear_r4__lead_nec_r10,0.050988,0.050982,6e-06
cross_clear_r4__lead_nec_r11,0.052832,0.053168,0.000336
cross_clear_r4__lead_nec_r12,0.052678,0.052438,0.00024
cross_clear_r4__lead_nec_r2,0.054017,0.054011,6e-06
cross_clear_r4__lead_nec_r3,0.050987,0.050982,5e-06
cross_clear_r4__lead_nec_r4,0.05097,0.050969,1e-06
cross_clear_r4__lead_nec_r5,0.052891,0.053168,0.000277
cross_clear_r4__lead_nec_r6,0.055293,0.055264,2.9e-05
cross_clear_r4__lead_nec_r7,0.052851,0.053168,0.000317
cross_clear_r4__lead_nec_r8,0.051241,0.051245,4e-06
cross_clear_r4__lead_nec_r9,0.049966,0.050088,0.000122
cross_clear_r4__lead_opt_r1,0.047544,0.048118,0.000574
cross_clear_r4__lead_opt_r10,0.057352,0.057383,3.1e-05
cross_clear_r4__lead_opt_r11,0.068172,0.068032,0.00014
cross_clear_r4__lead_opt_r12,0.056144,0.056138,6e-06
cross_clear_r4__lead_opt_r2,0.058278,0.05813,0.000148
cross_clear_r4__lead_opt_r3,0.054535,0.054546,1.1e-05
cross_clear_r4__lead_opt_r4,0.056432,0.056582,0.00015
cross_clear_r4__lead_opt_r5,0.059355,0.059273,8.2e-05
cross_clear_r4__lead_opt_r6,0.051873,0.051927,5.4e-05
cross_clear_r4__lead_opt_r7,0.059789,0.059787,2e-06
cross_clear_r4__lead_opt_r8,0.068915,0.068938,2.3e-05
cross_clear_r4__lead_opt_r9,0.059228,0.059273,4.5e-05
cross_clear_r4__temp_opt_r1,0.07682,0.076632,0.000188
cross_clear_r4__temp_opt_r10,0.084788,0.084678,0.00011
cross_clear_r4__temp_opt_r11,0.075838,0.076041,0.000203
cross_clear_r4__temp_opt_r12,0.070827,0.070826,1e-06
cross_clear_r4__temp_opt_r2,0.072591,0.07267,7.9e-05
cross_clear_r4__temp_opt_r3,0.051937,0.051943,6e-06
cross_clear_r4__temp_opt_r4,0.071992,0.071936,5.6e-05
cross_clear_r4__temp_opt_r5,0.061915,0.061914,1e-06
cross_clear_r4__temp_opt_r6,0.055386,0.055264,0.000122
cross_clear_r4__temp_opt_r7,0.066332,0.066498,0.000166
cross_clear_r4__temp_opt_r8,0.080021,0.079892,0.000129
cross_clear_r4__temp_opt_r9,0.07873,0.078729,1e-06
cross_clear_r5__lead_cont_r1,0.31001,0.309945,6.5e-05
cross_clear_r5__lead_cont_r10,0.266588,0.266947,0.000359
cross_clear_r5__lead_cont_r11,0.27577,0.275998,0.000228
cross_clear_r5__lead_cont_r12,0.306683,0.306738,5.5e-05
cross_clear_r5__lead_cont_r2,0.306538,0.306386,0.000152
cross_clear_r5__lead_cont_r3,0.27561,0.275998,0.000388
cross_clear_r5__lead_cont_r4,0.258813,0.257916,0.000897
cross_clear_r5__lead_cont_r5,0.282366,0.282836,0.00047
cross_clear_r5__lead_cont_r6,0.288239,0.288201,3.8e-05
cross_clear_r5__lead_cont_r7,0.30651,0.306386,0.000124
cross_clear_r5__lead_cont_r8,0.267133,0.266947,0.000186
cross_clear_r5__lead_cont_r9,0.287597,0.287913,0.000316
cross_clear_r5__lead_nec_r1,0.149559,0.149704,0.000145
cross_clear_r5__lead_nec_r10,0.143548,0.143755,0.000207
cross_clear_r5__lead_nec_r11,0.147094,0.146819,0.000275
cross_clear_r5__lead_nec_r12,0.143548,0.143755,0.000207
cross_clear_r5__lead_nec_r2,0.146082,0.146171,8.9e-05
cross_clear_r5__lead_nec_r3,0.146932,0.146819,0.000113
cross_clear_r5__lead_nec_r4,0.145237,0.145447,0.00021
cross_clear_r5__lead_nec_r5,0.145654,0.145521,0.000133
cross_clear_r5__lead_nec_r6,0.143078,0.143755,0.000677
cross_clear_r5__lead_nec_r7,0.143375,0.143755,0.00038
cross_clear_r5__lead_nec_r8,0.1441,0.143978,0.000122
cross_clear_r5__lead_nec_r9,0.142988,0.143755,0.000767
cross_clear_r5__lead_opt_r1,0.150182,0.149925,0.000257
cross_clear_r5__lead_opt_r10,0.147413,0.146819,0.000594
cross_clear_r5__lead_opt_r11,0.144983,0.145447,0.000464
cross_clear_r5__lead_opt_r12,0.146554,0.146557,3e-06
cross_clear_r5__lead_opt_r2,0.147724,0.148383,0.000659
cross_clear_r5__lead_opt_r3,0.149334,0.149704,0.00037
cross_clear_r5__lead_opt_r4,0.14707,0.146819,0.000251
cross_clear_r5__lead_opt_r5,0.147999,0.148383,0.000384
cross_clear_r5__lead_opt_r6,0.14758,0.146819,0.000761
cross_clear_r5__lead_opt_r7,0.147499,0.146819,0.00068
cross_clear_r5__lead_opt_r8,0.147404,0.146819,0.000585
cross_clear_r5__lead_opt_r9,0.150001,0.149925,7.6e-05
cross_clear_r5__temp_opt_r1,0.142251,0.142029,0.000222
cross_clear_r5__temp_opt_r10,0.13556,0.135406,0.000154
cross_clear_r5__temp_opt_r11,0.143744,0.143755,1.1e-05
cross_clear_r5__temp_opt_r12,0.157925,0.157743,0.000182
cross_clear_r5__temp_opt_r2,0.14602,0.145884,0.000136
cross_clear_r5__temp_opt_r3,0.150973,0.151041,6.8e-05
cross_clear_r5__temp_opt_r4,0.151323,0.151097,0.000226
cross_clear_r5__temp_opt_r5,0.155692,0.155659,3.3e-05
cross_clear_r5__temp_opt_r6,0.15695,0.156771,0.000179
cross_clear_r5__temp_opt_r7,0.165094,0.164666,0.000428
cross_clear_r5__temp_opt_r8,0.152264,0.152295,3.1e-05
cross_clear_r5__temp_opt_r9,0.149248,0.148924,0.000324
cross_clear_r6__lead_cont_r1,0.236591,0.237572,0.000981
cross_clear_r6__lead_cont_r10,0.211902,0.212464,0.000562
cross_clear_r6__lead_cont_r11,0.20651,0.208267,0.001757
cross_clear_r6__lead_cont_r12,0.257909,0.257916,7e-06
cross_clear_r6__lead_cont_r2,0.259806,0.260551,0.000745
cross_clear_r6__lead_cont_r3,0.208203,0.208267,6.4e-05
cross_clear_r6__lead_cont_r4,0.209913,0.209989,7.6e-05
cross_clear_r6__lead_cont_r5,0.219303,0.221077,0.001774
cross_clear_r6__lead_cont_r6,0.25266,0.253946,0.001286
cross_clear_r6__lead_cont_r7,0.258082,0.257916,0.000166
cross_clear_r6__lead_cont_r8,0.211356,0.211056,0.0003
cross_clear_r6__lead_cont_r9,0.232224,0.231288,0.000936
cross_clear_r6__lead_nec_r1,0.182457,0.182532,7.5e-05
cross_clear_r6__lead_nec_r10,0.19009,0.190163,7.3e-05
cross_clear_r6__lead_nec_r11,0.186534,0.186433,0.000101
cross_clear_r6__lead_nec_r12,0.203474,0.202886,0.000588
cross_clear_r6__lead_nec_r2,0.205677,0.208267,0.00259
cross_clear_r6__lead_nec_r3,0.188225,0.186433,0.001792
cross_clear_r6__lead_nec_r4,0.201117,0.201238,0.000121
cross_clear_r6__lead_nec_r5,0.186522,0.186433,8.9e-05
cross_clear_r6__lead_nec_r6,0.207006,0.208267,0.001261
cross_clear_r6__lead_nec_r7,0.203647,0.202886,0.000761
cross_clear_r6__lead_nec_r8,0.189505,0.190163,0.000658
cross_clear_r6__lead_nec_r9,0.194664,0.194918,0.000254
cross_clear_r6__lead_opt_r1,0.19478,0.194918,0.000138
cross_clear_r6__lead_opt_r10,0.181518,0.18213,0.000612
cross_clear_r6__lead_opt_r11,0.221168,0.221077,9.1e-05
cross_clear_r6__lead_opt_r12,0.209141,0.209466,0.000325
cross_clear_r6__lead_opt_r2,0.211275,0.211056,0.000219
cross_clear_r6__lead_opt_r3,0.184303,0.182784,0.001519
cross_clear_r6__lead_opt_r4,0.209008,0.209466,0.000458
cross_clear_r6__lead_opt_r5,0.179507,0.179408,9.9e-05
cross_clear_r6__lead_opt_r6,0.191574,0.191505,6.9e-05
cross_clear_r6__lead_opt_r7,0.181524,0.18213,0.000606
cross_clear_r6__lead_opt_r8,0.170353,0.170458,0.000105
cross_clear_r6__lead_opt_r9,0.179672,0.179803,0.000131
cross_clear_r6__temp_opt_r1,0.229817,0.23112,0.001303
cross_clear_r6__temp_opt_r10,0.237784,0.23784,5.6e-05
cross_clear_r6__temp_opt_r11,0.228834,0.228355,0.000479
cross_clear_r6__temp_opt_r12,0.176505,0.175721,0.000784
cross_clear_r6__temp_opt_r2,0.225061,0.225024,3.7e-05
cross_clear_r6__temp_opt_r3,0.204933,0.202886,0.002047
cross_clear_r6__temp_opt_r4,0.217028,0.216733,0.000295
cross_clear_r6__temp_opt_r5,0.19571,0.195558,0.000152
cross_clear_r6__temp_opt_r6,0.195135,0.194918,0.000217
cross_clear_r6__temp_opt_r7,0.197765,0.197393,0.000372
cross_clear_r6__temp_opt_r8,0.161229,0.161378,0.000149
cross_clear_r6__temp_opt_r9,0.162376,0.161378,0.000998
cross_clear_r7__lead_cont_r1,0.33853,0.338543,1.3e-05
cross_clear_r7__lead_cont_r10,0.303784,0.303787,3e-06
cross_clear_r7__lead_cont_r11,0.313427,0.313482,5.5e-05
cross_clear_r7__lead_cont_r12,0.343508,0.343624,0.000116
cross_clear_r7__lead_cont_r2,0.333574,0.333472,0.000102
cross_clear_r7__lead_cont_r3,0.313106,0.313354,0.000248
cross_clear_r7__lead_cont_r4,0.295638,0.295149,0.000489
cross_clear_r7__lead_cont_r5,0.319907,0.319881,2.6e-05
cross_clear_r7__lead_cont_r6,0.325064,0.325088,2.4e-05
cross_clear_r7__lead_cont_r7,0.343335,0.343291,4.4e-05
cross_clear_r7__lead_cont_r8,0.30433,0.304151,0.000179
cross_clear_r7__lead_cont_r9,0.32452,0.32452,0.0
cross_clear_r7__lead_nec_r1,0.084113,0.084231,0.000118
cross_clear_r7__lead_nec_r10,0.076981,0.077113,0.000132
cross_clear_r7__lead_nec_r11,0.080995,0.081019,2.4e-05
cross_clear_r7__lead_nec_r12,0.076618,0.076632,1.4e-05
cross_clear_r7__lead_nec_r2,0.079151,0.079014,0.000137
cross_clear_r7__lead_nec_r3,0.080672,0.080622,5e-05
cross_clear_r7__lead_nec_r4,0.078307,0.078333,2.6e-05
cross_clear_r7__lead_nec_r5,0.07944,0.079426,1.4e-05
cross_clear_r7__lead_nec_r6,0.076147,0.07607,7.7e-05
cross_clear_r7__lead_nec_r7,0.076445,0.076512,6.7e-05
cross_clear_r7__lead_nec_r8,0.077541,0.077598,5.7e-05
cross_clear_r7__lead_nec_r9,0.076156,0.07607,8.6e-05
cross_clear_r7__lead_opt_r1,0.083251,0.083078,0.000173
cross_clear_r7__lead_opt_r10,0.080564,0.080622,5.8e-05
cross_clear_r7__lead_opt_r11,0.078052,0.078018,3.4e-05
cross_clear_r7__lead_opt_r12,0.079623,0.079615,8e-06
cross_clear_r7__lead_opt_r2,0.080794,0.080622,0.000172
cross_clear_r7__lead_opt_r3,0.082498,0.082536,3.8e-05
cross_clear_r7__lead_opt_r4,0.08014,0.080268,0.000128
cross_clear_r7__lead_opt_r5,0.081254,0.081196,5.8e-05
cross_clear_r7__lead_opt_r6,0.08065,0.080622,2.8e-05
cross_clear_r7__lead_opt_r7,0.081371,0.081488,0.000117
cross_clear_r7__lead_opt_r8,0.084518,0.084616,9.8e-05
cross_clear_r7__lead_opt_r9,0.083304,0.083078,0.000226
cross_clear_r7__temp_opt_r1,0.07532,0.075281,3.9e-05
cross_clear_r7__temp_opt_r10,0.06863,0.068672,4.2e-05
cross_clear_r7__temp_opt_r11,0.076813,0.076632,0.000181
cross_clear_r7__temp_opt_r12,0.097973,0.0975,0.000473
cross_clear_r7__temp_opt_r2,0.07909,0.079014,7.6e-05
cross_clear_r7__temp_opt_r3,0.084042,0.083961,8.1e-05
cross_clear_r7__temp_opt_r4,0.084393,0.08433,6.3e-05
cross_clear_r7__temp_opt_r5,0.088761,0.0886,0.000161
cross_clear_r7__temp_opt_r6,0.090019,0.090299,0.00028
cross_clear_r7__temp_opt_r7,0.091888,0.09164,0.000248
cross_clear_r7__temp_opt_r8,0.097146,0.097053,9.3e-05
cross_clear_r7__temp_opt_r9,0.092156,0.092505,0.000349
cross_clear_r8__lead_cont_r1,0.27168,0.271665,1.5e-05
cross_clear_r8__lead_cont_r10,0.250549,0.25092,0.000371
cross_clear_r8__lead_cont_r11,0.252558,0.251182,0.001376
cross_clear_r8__lead_cont_r12,0.303725,0.303787,6.2e-05
cross_clear_r8__lead_cont_r2,0.29345,0.293744,0.000294
cross_clear_r8__lead_cont_r3,0.254087,0.253946,0.000141
cross_clear_r8__lead_cont_r4,0.252021,0.251182,0.000839
cross_clear_r8__lead_cont_r5,0.260615,0.260551,6.4e-05
cross_clear_r8__lead_cont_r6,0.290201,0.290263,6.2e-05
cross_clear_r8__lead_cont_r7,0.303898,0.303869,2.9e-05
cross_clear_r8__lead_cont_r8,0.250004,0.24942,0.000584
cross_clear_r8__lead_cont_r9,0.2767,0.276817,0.000117
cross_clear_r8__lead_nec_r1,0.080849,0.081019,0.00017
cross_clear_r8__lead_nec_r10,0.086967,0.086957,1e-05
cross_clear_r8__lead_nec_r11,0.083712,0.083608,0.000104
cross_clear_r8__lead_nec_r12,0.100421,0.100522,0.000101
cross_clear_r8__lead_nec_r2,0.102624,0.102554,7e-05
cross_clear_r8__lead_nec_r3,0.085239,0.085051,0.000188
cross_clear_r8__lead_nec_r4,0.098064,0.098523,0.000459
cross_clear_r8__lead_nec_r5,0.083581,0.083607,2.6e-05
cross_clear_r8__lead_nec_r6,0.103953,0.10403,7.7e-05
cross_clear_r8__lead_nec_r7,0.100594,0.100585,9e-06
cross_clear_r8__lead_nec_r8,0.086382,0.086316,6.6e-05
cross_clear_r8__lead_nec_r9,0.091499,0.091446,5.3e-05
cross_clear_r8__lead_opt_r1,0.091727,0.09164,8.7e-05
cross_clear_r8__lead_opt_r10,0.081928,0.082,7.2e-05
cross_clear_r8__lead_opt_r11,0.118115,0.118495,0.00038
cross_clear_r8__lead_opt_r12,0.106087,0.105833,0.000254
cross_clear_r8__lead_opt_r2,0.108222,0.107962,0.00026
cross_clear_r8__lead_opt_r3,0.082599,0.082536,6.3e-05
cross_clear_r8__lead_opt_r4,0.105955,0.105833,0.000122
cross_clear_r8__lead_opt_r5,0.082987,0.082911,7.6e-05
cross_clear_r8__lead_opt_r6,0.08932,0.089371,5.1e-05
cross_clear_r8__lead_opt_r7,0.088224,0.088155,6.9e-05
cross_clear_r8__lead_opt_r8,0.085688,0.085702,1.4e-05
cross_clear_r8__lead_opt_r9,0.080613,0.080622,9e-06
cross_clear_r8__temp_opt_r1,0.126763,0.126456,0.000307
cross_clear_r8__temp_opt_r10,0.134731,0.134165,0.000566
cross_clear_r8__temp_opt_r11,0.125781,0.12521,0.000571
cross_clear_r8__temp_opt_r12,0.100298,0.100152,0.000146
cross_clear_r8__temp_opt_r2,0.122008,0.121398,0.00061
cross_clear_r8__temp_opt_r3,0.10188,0.101732,0.000148
cross_clear_r8__temp_opt_r4,0.118164,0.118495,0.000331
cross_clear_r8__temp_opt_r5,0.098309,0.098523,0.000214
cross_clear_r8__temp_opt_r6,0.092082,0.092505,0.000423
cross_clear_r8__temp_opt_r7,0.102211,0.10227,5.9e-05
cross_clear_r8__temp_opt_r8,0.096668,0.096395,0.000273
cross_clear_r8__temp_opt_r9,0.089641,0.089496,0.000145
cross_clear_r9__lead_cont_r1,0.245174,0.245645,0.000471
cross_clear_r9__lead_cont_r10,0.208297,0.208267,3e-05
cross_clear_r9__lead_cont_r11,0.217681,0.21734,0.000341
cross_clear_r9__lead_cont_r12,0.234673,0.234513,0.00016
cross_clear_r9__lead_cont_r2,0.221111,0.221077,3.4e-05
cross_clear_r9__lead_cont_r3,0.215843,0.216733,0.00089
cross_clear_r9__lead_cont_r4,0.187508,0.186433,0.001075
cross_clear_r9__lead_cont_r5,0.22576,0.225585,0.000175
cross_clear_r9__lead_cont_r6,0.213167,0.213251,8.4e-05
cross_clear_r9__lead_cont_r7,0.2345,0.234513,1.3e-05
cross_clear_r9__lead_cont_r8,0.208842,0.208267,0.000575
cross_clear_r9__lead_cont_r9,0.225068,0.225024,4.4e-05
cross_clear_r9__lead_nec_r1,0.205814,0.208267,0.002453
cross_clear_r9__lead_nec_r10,0.197627,0.197393,0.000234
cross_clear_r9__lead_nec_r11,0.201416,0.201238,0.000178
cross_clear_r9__lead_nec_r12,0.183948,0.182784,0.001164
cross_clear_r9__lead_nec_r2,0.181745,0.18213,0.000385
cross_clear_r9__lead_nec_r3,0.199571,0.201238,0.001667
cross_clear_r9__lead_nec_r4,0.186305,0.186433,0.000128
cross_clear_r9__lead_nec_r5,0.201459,0.201238,0.000221
cross_clear_r9__lead_nec_r6,0.180417,0.180901,0.000484
cross_clear_r9__lead_nec_r7,0.183775,0.182784,0.000991
cross_clear_r9__lead_nec_r8,0.19822,0.197393,0.000827
cross_clear_r9__lead_nec_r9,0.19287,0.193008,0.000138
cross_clear_r9__lead_opt_r1,0.192642,0.193008,0.000366
cross_clear_r9__lead_opt_r10,0.205936,0.208267,0.002331
cross_clear_r9__lead_opt_r11,0.166254,0.166277,2.3e-05
cross_clear_r9__lead_opt_r12,0.178282,0.178472,0.00019
cross_clear_r9__lead_opt_r2,0.176147,0.175721,0.000426
cross_clear_r9__lead_opt_r3,0.203119,0.202886,0.000233
cross_clear_r9__lead_opt_r4,0.178414,0.178472,5.8e-05
cross_clear_r9__lead_opt_r5,0.207916,0.208267,0.000351
cross_clear_r9__lead_opt_r6,0.195848,0.195558,0.00029
cross_clear_r9__lead_opt_r7,0.205898,0.208267,0.002369
cross_clear_r9__lead_opt_r8,0.217499,0.21734,0.000159
cross_clear_r9__lead_opt_r9,0.207813,0.208267,0.000454
cross_clear_r9__temp_opt_r1,0.157606,0.157743,0.000137
cross_clear_r9__temp_opt_r10,0.149638,0.149704,6.6e-05
cross_clear_r9__temp_opt_r11,0.158588,0.158653,6.5e-05
cross_clear_r9__temp_opt_r12,0.216372,0.216733,0.000361
cross_clear_r9__temp_opt_r2,0.162361,0.161378,0.000983
cross_clear_r9__temp_opt_r3,0.182489,0.182532,4.3e-05
cross_clear_r9__temp_opt_r4,0.170394,0.170458,6.4e-05
cross_clear_r9__temp_opt_r5,0.191713,0.191505,0.000208
cross_clear_r9__temp_opt_r6,0.192287,0.191996,0.000291
cross_clear_r9__temp_opt_r7,0.192909,0.193008,9.9e-05
cross_clear_r9__temp_opt_r8,0.228462,0.228355,0.000107
cross_clear_r9__temp_opt_r9,0.227314,0.22801,0.000696
cross_stall_occ_r1__lead_cont_r1,0.012742,0.012752,1e-05
cross_stall_occ_r1__lead_cont_r10,0.069059,0.069051,8e-06
cross_stall_occ_r1__lead_cont_r11,0.064073,0.0641,2.7e-05
cross_stall_occ_r1__lead_cont_r12,0.047081,0.046802,0.000279
cross_stall_occ_r1__lead_cont_r2,0.036806,0.036749,5.7e-05
cross_stall_occ_r1__lead_cont_r3,0.065911,0.065996,8.5e-05
cross_stall_occ_r1__lead_cont_r4,0.091076,0.090856,0.00022
cross_stall_occ_r1__lead_cont_r5,0.051596,0.051443,0.000153
cross_stall_occ_r1__lead_cont_r6,0.067604,0.067608,4e-06
cross_stall_occ_r1__lead_cont_r7,0.047254,0.046802,0.000452
cross_stall_occ_r1__lead_cont_r8,0.068513,0.068504,9e-06
cross_stall_occ_r1__lead_cont_r9,0.056685,0.056582,0.000103
cross_stall_occ_r1__lead_nec_r1,0.350269,0.350279,1e-05
cross_stall_occ_r1__lead_nec_r10,0.358456,0.358353,0.000103
cross_stall_occ_r1__lead_nec_r11,0.354667,0.354625,4.2e-05
cross_stall_occ_r1__lead_nec_r12,0.372135,0.372137,2e-06
cross_stall_occ_r1__lead_nec_r2,0.374338,0.37414,0.000198
cross_stall_occ_r1__lead_nec_r3,0.356513,0.356495,1.8e-05
cross_stall_occ_r1__lead_nec_r4,0.369778,0.369377,0.000401
cross_stall_occ_r1__lead_nec_r5,0.354624,0.354625,1e-06
cross_stall_occ_r1__lead_nec_r6,0.375667,0.375955,0.000288
cross_stall_occ_r1__lead_nec_r7,0.372308,0.37231,2e-06
cross_stall_occ_r1__lead_nec_r8,0.357863,0.357806,5.7e-05
cross_stall_occ_r1__lead_nec_r9,0.363213,0.363132,8.1e-05
cross_stall_occ_r1__lead_opt_r1,0.363441,0.363392,4.9e-05
cross_stall_occ_r1__lead_opt_r10,0.352147,0.351952,0.000195
cross_stall_occ_r1__lead_opt_r11,0.389829,0.388913,0.000916
cross_stall_occ_r1__lead_opt_r12,0.377802,0.37773,7.2e-05
cross_stall_occ_r1__lead_opt_r2,0.379936,0.380049,0.000113
cross_stall_occ_r1__lead_opt_r3,0.353277,0.353285,8e-06
cross_stall_occ_r1__lead_opt_r4,0.377669,0.37773,6.1e-05
cross_stall_occ_r1__lead_opt_r5,0.352776,0.352809,3.3e-05
cross_stall_occ_r1__lead_opt_r6,0.360528,0.360465,6.3e-05
