pair_id,state_i,state_j,coarse_i,coarse_j,same_coarse,d0_mean,d0_max,d1_mean,d1_max,closure_drift,n_common_actions,pair_type
cross_stall_occ_r10__lead_cont_r7,cross_stall_occ_r10,lead_cont_r7,cross,lead,0,0.34585,1.0,0.223936,0.503562,-0.121914,8,cross
cross_stall_occ_r10__lead_cont_r8,cross_stall_occ_r10,lead_cont_r8,cross,lead,0,0.19315,1.0,0.146828,0.343958,-0.046322,8,cross
cross_stall_occ_r10__lead_cont_r9,cross_stall_occ_r10,lead_cont_r9,cross,lead,0,0.1971,1.0,0.147249,0.347451,-0.049851,8,cross
cross_stall_occ_r10__lead_nec_r1,cross_stall_occ_r10,lead_nec_r1,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_nec_r10,cross_stall_occ_r10,lead_nec_r10,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_nec_r11,cross_stall_occ_r10,lead_nec_r11,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_nec_r12,cross_stall_occ_r10,lead_nec_r12,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_nec_r2,cross_stall_occ_r10,lead_nec_r2,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_nec_r3,cross_stall_occ_r10,lead_nec_r3,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_nec_r4,cross_stall_occ_r10,lead_nec_r4,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_nec_r5,cross_stall_occ_r10,lead_nec_r5,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_nec_r6,cross_stall_occ_r10,lead_nec_r6,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_nec_r7,cross_stall_occ_r10,lead_nec_r7,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_nec_r8,cross_stall_occ_r10,lead_nec_r8,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_nec_r9,cross_stall_occ_r10,lead_nec_r9,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_opt_r1,cross_stall_occ_r10,lead_opt_r1,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_opt_r10,cross_stall_occ_r10,lead_opt_r10,cross,lead,0,0.810137,1.0,0.672681,0.876131,-0.137456,8,cross
cross_stall_occ_r10__lead_opt_r11,cross_stall_occ_r10,lead_opt_r11,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_opt_r12,cross_stall_occ_r10,lead_opt_r12,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_opt_r2,cross_stall_occ_r10,lead_opt_r2,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_opt_r3,cross_stall_occ_r10,lead_opt_r3,cross,lead,0,0.810137,1.0,0.673159,0.879957,-0.136978,8,cross
cross_stall_occ_r10__lead_opt_r4,cross_stall_occ_r10,lead_opt_r4,cross,lead,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__lead_opt_r5,cross_stall_occ_r10,lead_opt_r5,cross,lead,0,0.810137,1.0,0.670003,0.866612,-0.140134,8,cross
cross_stall_occ_r10__lead_opt_r6,cross_stall_occ_r10,lead_opt_r6,cross,lead,0,0.810137,1.0,0.673214,0.880392,-0.136923,8,cross
cross_stall_occ_r10__lead_opt_r7,cross_stall_occ_r10,lead_opt_r7,cross,lead,0,0.810137,1.0,0.672898,0.890969,-0.137239,8,cross
cross_stall_occ_r10__lead_opt_r8,cross_stall_occ_r10,lead_opt_r8,cross,lead,0,0.810137,1.0,0.675148,0.922412,-0.134989,8,cross
cross_stall_occ_r10__lead_opt_r9,cross_stall_occ_r10,lead_opt_r9,cross,lead,0,0.810137,1.0,0.671771,0.869874,-0.138366,8,cross
cross_stall_occ_r10__temp_opt_r1,cross_stall_occ_r10,temp_opt_r1,cross,block_or_occupancy,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__temp_opt_r10,cross_stall_occ_r10,temp_opt_r10,cross,block_or_occupancy,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__temp_opt_r11,cross_stall_occ_r10,temp_opt_r11,cross,block_or_occupancy,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__temp_opt_r12,cross_stall_occ_r10,temp_opt_r12,cross,block_or_occupancy,0,0.806875,1.0,0.659772,0.83759,-0.147103,8,cross
cross_stall_occ_r10__temp_opt_r2,cross_stall_occ_r10,temp_opt_r2,cross,block_or_occupancy,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__temp_opt_r3,cross_stall_occ_r10,temp_opt_r3,cross,block_or_occupancy,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__temp_opt_r4,cross_stall_occ_r10,temp_opt_r4,cross,block_or_occupancy,0,0.810137,1.0,0.674543,0.896575,-0.135594,8,cross
cross_stall_occ_r10__temp_opt_r5,cross_stall_occ_r10,temp_opt_r5,cross,block_or_occupancy,0,0.810137,1.0,0.672666,0.87601,-0.137471,8,cross
cross_stall_occ_r10__temp_opt_r6,cross_stall_occ_r10,temp_opt_r6,cross,block_or_occupancy,0,0.810137,1.0,0.67348,0.882523,-0.136657,8,cross
cross_stall_occ_r10__temp_opt_r7,cross_stall_occ_r10,temp_opt_r7,cross,block_or_occupancy,0,0.784812,1.0,0.623795,0.84542,-0.161017,8,cross
cross_stall_occ_r10__temp_opt_r8,cross_stall_occ_r10,temp_opt_r8,cross,block_or_occupancy,0,0.810137,1.0,0.676005,0.908264,-0.134132,8,cross
cross_stall_occ_r10__temp_opt_r9,cross_stall_occ_r10,temp_opt_r9,cross,block_or_occupancy,0,0.810137,1.0,0.670003,0.866612,-0.140134,8,cross
cross_stall_occ_r11__cross_stall_occ_r12,cross_stall_occ_r11,cross_stall_occ_r12,cross,cross,1,0.027937,0.0631,0.042956,0.146767,0.015019,8,same
cross_stall_occ_r11__cross_stall_occ_r2,cross_stall_occ_r11,cross_stall_occ_r2,cross,cross,1,0.070013,0.1823,0.138593,0.412389,0.06858,8,same
cross_stall_occ_r11__cross_stall_occ_r3,cross_stall_occ_r11,cross_stall_occ_r3,cross,cross,1,0.2726,1.0,0.215403,0.412078,-0.057197,8,same
cross_stall_occ_r11__cross_stall_occ_r4,cross_stall_occ_r11,cross_stall_occ_r4,cross,cross,1,0.314925,1.0,0.243262,0.438547,-0.071663,8,same
cross_stall_occ_r11__cross_stall_occ_r5,cross_stall_occ_r11,cross_stall_occ_r5,cross,cross,1,0.028087,0.0638,0.010974,0.031597,-0.017113,8,same
cross_stall_occ_r11__cross_stall_occ_r6,cross_stall_occ_r11,cross_stall_occ_r6,cross,cross,1,0.028163,0.0638,0.044207,0.146767,0.016044,8,same
cross_stall_occ_r11__cross_stall_occ_r7,cross_stall_occ_r11,cross_stall_occ_r7,cross,cross,1,0.0303,0.0872,0.126858,0.392873,0.096558,8,same
cross_stall_occ_r11__cross_stall_occ_r8,cross_stall_occ_r11,cross_stall_occ_r8,cross,cross,1,0.06215,0.1642,0.135723,0.40857,0.073573,8,same
cross_stall_occ_r11__cross_stall_occ_r9,cross_stall_occ_r11,cross_stall_occ_r9,cross,cross,1,0.265212,1.0,0.226131,0.511733,-0.039081,8,same
cross_stall_occ_r11__cross_stall_r1,cross_stall_occ_r11,cross_stall_r1,cross,cross,1,0.880325,1.0,0.705071,0.961003,-0.175254,8,same
cross_stall_occ_r11__cross_stall_r10,cross_stall_occ_r11,cross_stall_r10,cross,cross,1,0.880325,1.0,0.705071,0.961003,-0.175254,8,same
cross_stall_occ_r11__cross_stall_r11,cross_stall_occ_r11,cross_stall_r11,cross,cross,1,0.877062,1.0,0.632653,0.879553,-0.244409,8,same
cross_stall_occ_r11__cross_stall_r12,cross_stall_occ_r11,cross_stall_r12,cross,cross,1,0.880325,1.0,0.688908,0.922289,-0.191417,8,same
cross_stall_occ_r11__cross_stall_r2,cross_stall_occ_r11,cross_stall_r2,cross,cross,1,0.880325,1.0,0.705071,0.961003,-0.175254,8,same
cross_stall_occ_r11__cross_stall_r3,cross_stall_occ_r11,cross_stall_r3,cross,cross,1,0.8754,1.0,0.689446,0.923879,-0.185954,8,same
cross_stall_occ_r11__cross_stall_r4,cross_stall_occ_r11,cross_stall_r4,cross,cross,1,0.880325,1.0,0.705071,0.961003,-0.175254,8,same
cross_stall_occ_r11__cross_stall_r5,cross_stall_occ_r11,cross_stall_r5,cross,cross,1,0.845425,1.0,0.617152,0.879553,-0.228273,8,same
cross_stall_occ_r11__cross_stall_r6,cross_stall_occ_r11,cross_stall_r6,cross,cross,1,0.880325,1.0,0.705071,0.961003,-0.175254,8,same
cross_stall_occ_r11__cross_stall_r7,cross_stall_occ_r11,cross_stall_r7,cross,cross,1,0.880325,1.0,0.705071,0.961003,-0.175254,8,same
cross_stall_occ_r11__cross_stall_r8,cross_stall_occ_r11,cross_stall_r8,cross,cross,1,0.880325,1.0,0.705071,0.961003,-0.175254,8,same
cross_stall_occ_r11__cross_stall_r9,cross_stall_occ_r11,cross_stall_r9,cross,cross,1,0.880325,1.0,0.688105,0.92079,-0.19222,8,same
cross_stall_occ_r11__lead_cont_r1,cross_stall_occ_r11,lead_cont_r1,cross,lead,0,0.067488,0.1768,0.137429,0.411173,0.069941,8,cross
cross_stall_occ_r11__lead_cont_r10,cross_stall_occ_r11,lead_cont_r10,cross,lead,0,0.2378,1.0,0.190008,0.431427,-0.047792,8,cross
cross_stall_occ_r11__lead_cont_r11,cross_stall_occ_r11,lead_cont_r11,cross,lead,0,0.334512,1.0,0.248742,0.448668,-0.08577,8,cross
cross_stall_occ_r11__lead_cont_r12,cross_stall_occ_r11,lead_cont_r12,cross,lead,0,0.140775,0.3191,0.109662,0.319846,-0.031113,8,cross
cross_stall_occ_r11__lead_cont_r2,cross_stall_occ_r11,lead_cont_r2,cross,lead,0,0.140613,0.3521,0.176475,0.447543,0.035862,8,cross
cross_stall_occ_r11__lead_cont_r3,cross_stall_occ_r11,lead_cont_r3,cross,lead,0,0.339275,1.0,0.250172,0.450925,-0.089103,8,cross
cross_stall_occ_r11__lead_cont_r4,cross_stall_occ_r11,lead_cont_r4,cross,lead,0,0.384062,1.0,0.279809,0.53411,-0.104253,8,cross
cross_stall_occ_r11__lead_cont_r5,cross_stall_occ_r11,lead_cont_r5,cross,lead,0,0.093838,0.2127,0.085089,0.296564,-0.008749,8,cross
cross_stall_occ_r11__lead_cont_r6,cross_stall_occ_r11,lead_cont_r6,cross,lead,0,0.159337,0.3617,0.116953,0.329019,-0.042384,8,cross
cross_stall_occ_r11__lead_cont_r7,cross_stall_occ_r11,lead_cont_r7,cross,lead,0,0.140775,0.3191,0.109662,0.319846,-0.031113,8,cross
cross_stall_occ_r11__lead_cont_r8,cross_stall_occ_r11,lead_cont_r8,cross,lead,0,0.2378,1.0,0.190008,0.431427,-0.047792,8,cross
cross_stall_occ_r11__lead_cont_r9,cross_stall_occ_r11,lead_cont_r9,cross,lead,0,0.24175,1.0,0.190429,0.431495,-0.051321,8,cross
cross_stall_occ_r11__lead_nec_r1,cross_stall_occ_r11,lead_nec_r1,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_nec_r10,cross_stall_occ_r11,lead_nec_r10,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_nec_r11,cross_stall_occ_r11,lead_nec_r11,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_nec_r12,cross_stall_occ_r11,lead_nec_r12,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_nec_r2,cross_stall_occ_r11,lead_nec_r2,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_nec_r3,cross_stall_occ_r11,lead_nec_r3,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_nec_r4,cross_stall_occ_r11,lead_nec_r4,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_nec_r5,cross_stall_occ_r11,lead_nec_r5,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_nec_r6,cross_stall_occ_r11,lead_nec_r6,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_nec_r7,cross_stall_occ_r11,lead_nec_r7,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_nec_r8,cross_stall_occ_r11,lead_nec_r8,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_nec_r9,cross_stall_occ_r11,lead_nec_r9,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_opt_r1,cross_stall_occ_r11,lead_opt_r1,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_opt_r10,cross_stall_occ_r11,lead_opt_r10,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_opt_r11,cross_stall_occ_r11,lead_opt_r11,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_opt_r12,cross_stall_occ_r11,lead_opt_r12,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_opt_r2,cross_stall_occ_r11,lead_opt_r2,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_opt_r3,cross_stall_occ_r11,lead_opt_r3,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_opt_r4,cross_stall_occ_r11,lead_opt_r4,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_opt_r5,cross_stall_occ_r11,lead_opt_r5,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_opt_r6,cross_stall_occ_r11,lead_opt_r6,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__lead_opt_r7,cross_stall_occ_r11,lead_opt_r7,cross,lead,0,0.880325,1.0,0.688623,0.921066,-0.191702,8,cross
cross_stall_occ_r11__lead_opt_r8,cross_stall_occ_r11,lead_opt_r8,cross,lead,0,0.880325,1.0,0.670879,0.915238,-0.209446,8,cross
cross_stall_occ_r11__lead_opt_r9,cross_stall_occ_r11,lead_opt_r9,cross,lead,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__temp_opt_r1,cross_stall_occ_r11,temp_opt_r1,cross,block_or_occupancy,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__temp_opt_r10,cross_stall_occ_r11,temp_opt_r10,cross,block_or_occupancy,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__temp_opt_r11,cross_stall_occ_r11,temp_opt_r11,cross,block_or_occupancy,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__temp_opt_r12,cross_stall_occ_r11,temp_opt_r12,cross,block_or_occupancy,0,0.877062,1.0,0.632653,0.879553,-0.244409,8,cross
cross_stall_occ_r11__temp_opt_r2,cross_stall_occ_r11,temp_opt_r2,cross,block_or_occupancy,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__temp_opt_r3,cross_stall_occ_r11,temp_opt_r3,cross,block_or_occupancy,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__temp_opt_r4,cross_stall_occ_r11,temp_opt_r4,cross,block_or_occupancy,0,0.880325,1.0,0.689446,0.923879,-0.190879,8,cross
cross_stall_occ_r11__temp_opt_r5,cross_stall_occ_r11,temp_opt_r5,cross,block_or_occupancy,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__temp_opt_r6,cross_stall_occ_r11,temp_opt_r6,cross,block_or_occupancy,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r11__temp_opt_r7,cross_stall_occ_r11,temp_opt_r7,cross,block_or_occupancy,0,0.855,1.0,0.596676,0.879553,-0.258324,8,cross
cross_stall_occ_r11__temp_opt_r8,cross_stall_occ_r11,temp_opt_r8,cross,block_or_occupancy,0,0.880325,1.0,0.650279,0.879553,-0.230046,8,cross
cross_stall_occ_r11__temp_opt_r9,cross_stall_occ_r11,temp_opt_r9,cross,block_or_occupancy,0,0.880325,1.0,0.705071,0.961003,-0.175254,8,cross
cross_stall_occ_r12__cross_stall_occ_r2,cross_stall_occ_r12,cross_stall_occ_r2,cross,cross,1,0.042075,0.1192,0.098245,0.295553,0.05617,8,same
cross_stall_occ_r12__cross_stall_occ_r3,cross_stall_occ_r12,cross_stall_occ_r3,cross,cross,1,0.255337,1.0,0.174634,0.388214,-0.080703,8,same
cross_stall_occ_r12__cross_stall_occ_r4,cross_stall_occ_r12,cross_stall_occ_r4,cross,cross,1,0.286988,1.0,0.204401,0.410029,-0.082587,8,same
cross_stall_occ_r12__cross_stall_occ_r5,cross_stall_occ_r12,cross_stall_occ_r5,cross,cross,1,0.00015,0.0007,0.032346,0.125069,0.032196,8,same
cross_stall_occ_r12__cross_stall_occ_r6,cross_stall_occ_r12,cross_stall_occ_r6,cross,cross,1,0.000225,0.0011,0.001555,0.012437,0.00133,8,same
cross_stall_occ_r12__cross_stall_occ_r7,cross_stall_occ_r12,cross_stall_occ_r7,cross,cross,1,0.005513,0.0241,0.08456,0.260069,0.079047,8,same
cross_stall_occ_r12__cross_stall_occ_r8,cross_stall_occ_r12,cross_stall_occ_r8,cross,cross,1,0.034213,0.1011,0.094995,0.289159,0.060782,8,same
cross_stall_occ_r12__cross_stall_occ_r9,cross_stall_occ_r12,cross_stall_occ_r9,cross,cross,1,0.262725,1.0,0.191829,0.509191,-0.070896,8,same
cross_stall_occ_r12__cross_stall_r1,cross_stall_occ_r12,cross_stall_r1,cross,cross,1,0.852388,1.0,0.68751,0.92296,-0.164878,8,same
cross_stall_occ_r12__cross_stall_r10,cross_stall_occ_r12,cross_stall_r10,cross,cross,1,0.852388,1.0,0.68694,0.918403,-0.165448,8,same
cross_stall_occ_r12__cross_stall_r11,cross_stall_occ_r12,cross_stall_r11,cross,cross,1,0.849125,1.0,0.653316,0.855495,-0.195809,8,same
cross_stall_occ_r12__cross_stall_r12,cross_stall_occ_r12,cross_stall_r12,cross,cross,1,0.852388,1.0,0.668379,0.86591,-0.184009,8,same
cross_stall_occ_r12__cross_stall_r2,cross_stall_occ_r12,cross_stall_r2,cross,cross,1,0.852388,1.0,0.68751,0.92296,-0.164878,8,same
cross_stall_occ_r12__cross_stall_r3,cross_stall_occ_r12,cross_stall_r3,cross,cross,1,0.847463,1.0,0.668299,0.868871,-0.179164,8,same
cross_stall_occ_r12__cross_stall_r4,cross_stall_occ_r12,cross_stall_r4,cross,cross,1,0.852388,1.0,0.68751,0.92296,-0.164878,8,same
cross_stall_occ_r12__cross_stall_r5,cross_stall_occ_r12,cross_stall_r5,cross,cross,1,0.817488,1.0,0.636979,0.86955,-0.180509,8,same
cross_stall_occ_r12__cross_stall_r6,cross_stall_occ_r12,cross_stall_r6,cross,cross,1,0.852388,1.0,0.685562,0.913436,-0.166826,8,same
cross_stall_occ_r12__cross_stall_r7,cross_stall_occ_r12,cross_stall_r7,cross,cross,1,0.852388,1.0,0.68722,0.920637,-0.165168,8,same
cross_stall_occ_r12__cross_stall_r8,cross_stall_occ_r12,cross_stall_r8,cross,cross,1,0.852388,1.0,0.68751,0.92296,-0.164878,8,same
cross_stall_occ_r12__cross_stall_r9,cross_stall_occ_r12,cross_stall_r9,cross,cross,1,0.852388,1.0,0.665044,0.855495,-0.187344,8,same
cross_stall_occ_r12__lead_cont_r1,cross_stall_occ_r12,lead_cont_r1,cross,lead,0,0.03955,0.1137,0.097001,0.293086,0.057451,8,cross
cross_stall_occ_r12__lead_cont_r10,cross_stall_occ_r12,lead_cont_r10,cross,lead,0,0.209863,1.0,0.152408,0.341376,-0.057455,8,cross
cross_stall_occ_r12__lead_cont_r11,cross_stall_occ_r12,lead_cont_r11,cross,lead,0,0.306575,1.0,0.212715,0.428326,-0.09386,8,cross
cross_stall_occ_r12__lead_cont_r12,cross_stall_occ_r12,lead_cont_r12,cross,lead,0,0.112838,0.256,0.073341,0.206141,-0.039497,8,cross
cross_stall_occ_r12__lead_cont_r2,cross_stall_occ_r12,lead_cont_r2,cross,lead,0,0.112675,0.289,0.139855,0.390494,0.02718,8,cross
cross_stall_occ_r12__lead_cont_r3,cross_stall_occ_r12,lead_cont_r3,cross,lead,0,0.311338,1.0,0.214838,0.433872,-0.0965,8,cross
cross_stall_occ_r12__lead_cont_r4,cross_stall_occ_r12,lead_cont_r4,cross,lead,0,0.356125,1.0,0.242981,0.510052,-0.113144,8,cross
cross_stall_occ_r12__lead_cont_r5,cross_stall_occ_r12,lead_cont_r5,cross,lead,0,0.0659,0.1496,0.045848,0.17241,-0.020052,8,cross
cross_stall_occ_r12__lead_cont_r6,cross_stall_occ_r12,lead_cont_r6,cross,lead,0,0.1314,0.2986,0.081686,0.219547,-0.049714,8,cross
cross_stall_occ_r12__lead_cont_r7,cross_stall_occ_r12,lead_cont_r7,cross,lead,0,0.112838,0.256,0.073341,0.206141,-0.039497,8,cross
cross_stall_occ_r12__lead_cont_r8,cross_stall_occ_r12,lead_cont_r8,cross,lead,0,0.209863,1.0,0.152408,0.341376,-0.057455,8,cross
cross_stall_occ_r12__lead_cont_r9,cross_stall_occ_r12,lead_cont_r9,cross,lead,0,0.213813,1.0,0.152829,0.341118,-0.060984,8,cross
cross_stall_occ_r12__lead_nec_r1,cross_stall_occ_r12,lead_nec_r1,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_nec_r10,cross_stall_occ_r12,lead_nec_r10,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_nec_r11,cross_stall_occ_r12,lead_nec_r11,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_nec_r12,cross_stall_occ_r12,lead_nec_r12,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_nec_r2,cross_stall_occ_r12,lead_nec_r2,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_nec_r3,cross_stall_occ_r12,lead_nec_r3,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_nec_r4,cross_stall_occ_r12,lead_nec_r4,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_nec_r5,cross_stall_occ_r12,lead_nec_r5,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_nec_r6,cross_stall_occ_r12,lead_nec_r6,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_nec_r7,cross_stall_occ_r12,lead_nec_r7,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_nec_r8,cross_stall_occ_r12,lead_nec_r8,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_nec_r9,cross_stall_occ_r12,lead_nec_r9,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_opt_r1,cross_stall_occ_r12,lead_opt_r1,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_opt_r10,cross_stall_occ_r12,lead_opt_r10,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_opt_r11,cross_stall_occ_r12,lead_opt_r11,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_opt_r12,cross_stall_occ_r12,lead_opt_r12,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_opt_r2,cross_stall_occ_r12,lead_opt_r2,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_opt_r3,cross_stall_occ_r12,lead_opt_r3,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_opt_r4,cross_stall_occ_r12,lead_opt_r4,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_opt_r5,cross_stall_occ_r12,lead_opt_r5,cross,lead,0,0.852388,1.0,0.685978,0.913965,-0.16641,8,cross
cross_stall_occ_r12__lead_opt_r6,cross_stall_occ_r12,lead_opt_r6,cross,lead,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__lead_opt_r7,cross_stall_occ_r12,lead_opt_r7,cross,lead,0,0.852388,1.0,0.667931,0.863985,-0.184457,8,cross
cross_stall_occ_r12__lead_opt_r8,cross_stall_occ_r12,lead_opt_r8,cross,lead,0,0.852388,1.0,0.669713,0.855495,-0.182675,8,cross
cross_stall_occ_r12__lead_opt_r9,cross_stall_occ_r12,lead_opt_r9,cross,lead,0,0.852388,1.0,0.687297,0.921259,-0.165091,8,cross
cross_stall_occ_r12__temp_opt_r1,cross_stall_occ_r12,temp_opt_r1,cross,block_or_occupancy,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__temp_opt_r10,cross_stall_occ_r12,temp_opt_r10,cross,block_or_occupancy,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__temp_opt_r11,cross_stall_occ_r12,temp_opt_r11,cross,block_or_occupancy,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__temp_opt_r12,cross_stall_occ_r12,temp_opt_r12,cross,block_or_occupancy,0,0.849125,1.0,0.653316,0.855495,-0.195809,8,cross
cross_stall_occ_r12__temp_opt_r2,cross_stall_occ_r12,temp_opt_r2,cross,block_or_occupancy,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
cross_stall_occ_r12__temp_opt_r3,cross_stall_occ_r12,temp_opt_r3,cross,block_or_occupancy,0,0.852388,1.0,0.68751,0.92296,-0.164878,8,cross
